,timestamp,query,conversationId,Subjectivity,Polarity,Sentiment,emotion_recognized
96,2021-03-23T12:19:15.440557354Z,thanks for the info,ABwppHFmYKubM_GrWY104rF4edjPV8gpc1lYJos35KL-k2Iv5CccUXchKg2acvqd1oEgUY8vj1qfIuHZQttkSYVjO8wsW--TNSbj-A,0.2,0.2,Positive,happy
97,2021-03-23T12:19:03.239340142Z,what is your ambition,ABwppHFmYKubM_GrWY104rF4edjPV8gpc1lYJos35KL-k2Iv5CccUXchKg2acvqd1oEgUY8vj1qfIuHZQttkSYVjO8wsW--TNSbj-A,0.0,0.0,Neutral,neutral
98,2021-03-23T12:19:01.948265397Z,what is your ambition,ABwppHFmYKubM_GrWY104rF4edjPV8gpc1lYJos35KL-k2Iv5CccUXchKg2acvqd1oEgUY8vj1qfIuHZQttkSYVjO8wsW--TNSbj-A,0.0,0.0,Neutral,neutral
99,2021-03-23T12:19:01.940234244Z,what is your ambition,ABwppHFmYKubM_GrWY104rF4edjPV8gpc1lYJos35KL-k2Iv5CccUXchKg2acvqd1oEgUY8vj1qfIuHZQttkSYVjO8wsW--TNSbj-A,0.0,0.0,Neutral,neutral
100,2021-03-23T12:18:41.942648559Z,what can you do,ABwppHFmYKubM_GrWY104rF4edjPV8gpc1lYJos35KL-k2Iv5CccUXchKg2acvqd1oEgUY8vj1qfIuHZQttkSYVjO8wsW--TNSbj-A,0.0,0.0,Neutral,neutral
101,2021-03-23T12:18:41.507175858Z,what can you do,ABwppHFmYKubM_GrWY104rF4edjPV8gpc1lYJos35KL-k2Iv5CccUXchKg2acvqd1oEgUY8vj1qfIuHZQttkSYVjO8wsW--TNSbj-A,0.0,0.0,Neutral,neutral
102,2021-03-23T12:18:41.505785211Z,what can you do,ABwppHFmYKubM_GrWY104rF4edjPV8gpc1lYJos35KL-k2Iv5CccUXchKg2acvqd1oEgUY8vj1qfIuHZQttkSYVjO8wsW--TNSbj-A,0.0,0.0,Neutral,neutral
103,2021-03-23T12:18:32.504517750Z,who are you btw,ABwppHFmYKubM_GrWY104rF4edjPV8gpc1lYJos35KL-k2Iv5CccUXchKg2acvqd1oEgUY8vj1qfIuHZQttkSYVjO8wsW--TNSbj-A,0.0,0.0,Neutral,happy
104,2021-03-23T12:18:31.931394034Z,who are you,ABwppHFmYKubM_GrWY104rF4edjPV8gpc1lYJos35KL-k2Iv5CccUXchKg2acvqd1oEgUY8vj1qfIuHZQttkSYVjO8wsW--TNSbj-A,0.0,0.0,Neutral,neutral
105,2021-03-23T12:18:31.872742954Z,then who are you,ABwppHFmYKubM_GrWY104rF4edjPV8gpc1lYJos35KL-k2Iv5CccUXchKg2acvqd1oEgUY8vj1qfIuHZQttkSYVjO8wsW--TNSbj-A,0.0,0.0,Neutral,neutral
106,2021-03-23T12:18:31.838636442Z,then who are you,ABwppHFmYKubM_GrWY104rF4edjPV8gpc1lYJos35KL-k2Iv5CccUXchKg2acvqd1oEgUY8vj1qfIuHZQttkSYVjO8wsW--TNSbj-A,0.0,0.0,Neutral,neutral
107,2021-03-23T12:18:31.831746811Z,hey assistant who are you,ABwppHFmYKubM_GrWY104rF4edjPV8gpc1lYJos35KL-k2Iv5CccUXchKg2acvqd1oEgUY8vj1qfIuHZQttkSYVjO8wsW--TNSbj-A,0.0,0.0,Neutral,neutral
108,2021-03-23T12:18:31.787504002Z,who are you,ABwppHFmYKubM_GrWY104rF4edjPV8gpc1lYJos35KL-k2Iv5CccUXchKg2acvqd1oEgUY8vj1qfIuHZQttkSYVjO8wsW--TNSbj-A,0.0,0.0,Neutral,neutral
109,2021-03-23T12:18:31.760674604Z,hey assistant who are you,ABwppHFmYKubM_GrWY104rF4edjPV8gpc1lYJos35KL-k2Iv5CccUXchKg2acvqd1oEgUY8vj1qfIuHZQttkSYVjO8wsW--TNSbj-A,0.0,0.0,Neutral,neutral
110,2021-03-23T12:18:31.662648072Z,who are you btw,ABwppHFmYKubM_GrWY104rF4edjPV8gpc1lYJos35KL-k2Iv5CccUXchKg2acvqd1oEgUY8vj1qfIuHZQttkSYVjO8wsW--TNSbj-A,0.0,0.0,Neutral,happy
111,2021-03-23T12:18:31.590647404Z,who are you btw,ABwppHFmYKubM_GrWY104rF4edjPV8gpc1lYJos35KL-k2Iv5CccUXchKg2acvqd1oEgUY8vj1qfIuHZQttkSYVjO8wsW--TNSbj-A,0.0,0.0,Neutral,happy
112,2021-03-23T12:18:18.513292621Z,i like you,ABwppHFmYKubM_GrWY104rF4edjPV8gpc1lYJos35KL-k2Iv5CccUXchKg2acvqd1oEgUY8vj1qfIuHZQttkSYVjO8wsW--TNSbj-A,0.0,0.0,Neutral,neutral
113,2021-03-23T12:18:18.086909486Z,i like you,ABwppHFmYKubM_GrWY104rF4edjPV8gpc1lYJos35KL-k2Iv5CccUXchKg2acvqd1oEgUY8vj1qfIuHZQttkSYVjO8wsW--TNSbj-A,0.0,0.0,Neutral,neutral
114,2021-03-23T12:18:18.077571458Z,i like you,ABwppHFmYKubM_GrWY104rF4edjPV8gpc1lYJos35KL-k2Iv5CccUXchKg2acvqd1oEgUY8vj1qfIuHZQttkSYVjO8wsW--TNSbj-A,0.0,0.0,Neutral,neutral
115,2021-03-23T12:18:10.904830765Z,great,ABwppHFmYKubM_GrWY104rF4edjPV8gpc1lYJos35KL-k2Iv5CccUXchKg2acvqd1oEgUY8vj1qfIuHZQttkSYVjO8wsW--TNSbj-A,0.75,0.8,Positive,happy
116,2021-03-23T12:18:10.507971743Z,great,ABwppHFmYKubM_GrWY104rF4edjPV8gpc1lYJos35KL-k2Iv5CccUXchKg2acvqd1oEgUY8vj1qfIuHZQttkSYVjO8wsW--TNSbj-A,0.75,0.8,Positive,happy
117,2021-03-23T12:18:10.498492519Z,great,ABwppHFmYKubM_GrWY104rF4edjPV8gpc1lYJos35KL-k2Iv5CccUXchKg2acvqd1oEgUY8vj1qfIuHZQttkSYVjO8wsW--TNSbj-A,0.75,0.8,Positive,happy
118,2021-03-23T12:17:47.226032205Z,what are placements like,ABwppHFmYKubM_GrWY104rF4edjPV8gpc1lYJos35KL-k2Iv5CccUXchKg2acvqd1oEgUY8vj1qfIuHZQttkSYVjO8wsW--TNSbj-A,0.0,0.0,Neutral,neutral
119,2021-03-23T12:17:46.972105665Z,hostel what are placements like,ABwppHFmYKubM_GrWY104rF4edjPV8gpc1lYJos35KL-k2Iv5CccUXchKg2acvqd1oEgUY8vj1qfIuHZQttkSYVjO8wsW--TNSbj-A,0.0,0.0,Neutral,neutral
120,2021-03-23T12:17:46.954657288Z,hostel what are placements like,ABwppHFmYKubM_GrWY104rF4edjPV8gpc1lYJos35KL-k2Iv5CccUXchKg2acvqd1oEgUY8vj1qfIuHZQttkSYVjO8wsW--TNSbj-A,0.0,0.0,Neutral,neutral
121,2021-03-23T12:17:46.778200944Z,what are placements like,ABwppHFmYKubM_GrWY104rF4edjPV8gpc1lYJos35KL-k2Iv5CccUXchKg2acvqd1oEgUY8vj1qfIuHZQttkSYVjO8wsW--TNSbj-A,0.0,0.0,Neutral,neutral
122,2021-03-23T12:17:46.776098661Z,what are placements like,ABwppHFmYKubM_GrWY104rF4edjPV8gpc1lYJos35KL-k2Iv5CccUXchKg2acvqd1oEgUY8vj1qfIuHZQttkSYVjO8wsW--TNSbj-A,0.0,0.0,Neutral,neutral
123,2021-03-23T12:17:28.460875963Z,is hostel good,ABwppHFmYKubM_GrWY104rF4edjPV8gpc1lYJos35KL-k2Iv5CccUXchKg2acvqd1oEgUY8vj1qfIuHZQttkSYVjO8wsW--TNSbj-A,0.6000000000000001,0.7,Positive,satisfied
124,2021-03-23T12:17:28.163741296Z,is hostel any good,ABwppHFmYKubM_GrWY104rF4edjPV8gpc1lYJos35KL-k2Iv5CccUXchKg2acvqd1oEgUY8vj1qfIuHZQttkSYVjO8wsW--TNSbj-A,0.6000000000000001,0.7,Positive,satisfied
125,2021-03-23T12:17:28.145385570Z,is hostel any good,ABwppHFmYKubM_GrWY104rF4edjPV8gpc1lYJos35KL-k2Iv5CccUXchKg2acvqd1oEgUY8vj1qfIuHZQttkSYVjO8wsW--TNSbj-A,0.6000000000000001,0.7,Positive,satisfied
126,2021-03-23T12:17:28.009052111Z,is hostel good,ABwppHFmYKubM_GrWY104rF4edjPV8gpc1lYJos35KL-k2Iv5CccUXchKg2acvqd1oEgUY8vj1qfIuHZQttkSYVjO8wsW--TNSbj-A,0.6000000000000001,0.7,Positive,satisfied
127,2021-03-23T12:17:27.997548984Z,is hostel good,ABwppHFmYKubM_GrWY104rF4edjPV8gpc1lYJos35KL-k2Iv5CccUXchKg2acvqd1oEgUY8vj1qfIuHZQttkSYVjO8wsW--TNSbj-A,0.6000000000000001,0.7,Positive,satisfied
128,2021-03-23T12:17:12.244685529Z,how is the mess,ABwppHFmYKubM_GrWY104rF4edjPV8gpc1lYJos35KL-k2Iv5CccUXchKg2acvqd1oEgUY8vj1qfIuHZQttkSYVjO8wsW--TNSbj-A,0.175,-0.175,Negative,neutral
129,2021-03-23T12:17:11.706343689Z,how is the mess,ABwppHFmYKubM_GrWY104rF4edjPV8gpc1lYJos35KL-k2Iv5CccUXchKg2acvqd1oEgUY8vj1qfIuHZQttkSYVjO8wsW--TNSbj-A,0.175,-0.175,Negative,neutral
130,2021-03-23T12:17:11.689533746Z,how is the mess,ABwppHFmYKubM_GrWY104rF4edjPV8gpc1lYJos35KL-k2Iv5CccUXchKg2acvqd1oEgUY8vj1qfIuHZQttkSYVjO8wsW--TNSbj-A,0.175,-0.175,Negative,neutral
131,2021-03-23T12:16:23.951587935Z,what are the fees,ABwppHFmYKubM_GrWY104rF4edjPV8gpc1lYJos35KL-k2Iv5CccUXchKg2acvqd1oEgUY8vj1qfIuHZQttkSYVjO8wsW--TNSbj-A,0.0,0.0,Neutral,neutral
132,2021-03-23T12:16:23.310944504Z,what are the fees,ABwppHFmYKubM_GrWY104rF4edjPV8gpc1lYJos35KL-k2Iv5CccUXchKg2acvqd1oEgUY8vj1qfIuHZQttkSYVjO8wsW--TNSbj-A,0.0,0.0,Neutral,neutral
133,2021-03-23T12:16:23.303215047Z,what are the fees,ABwppHFmYKubM_GrWY104rF4edjPV8gpc1lYJos35KL-k2Iv5CccUXchKg2acvqd1oEgUY8vj1qfIuHZQttkSYVjO8wsW--TNSbj-A,0.0,0.0,Neutral,neutral
134,2021-03-23T12:16:00.703504896Z,Talk to Prof. Luke,ABwppHFmYKubM_GrWY104rF4edjPV8gpc1lYJos35KL-k2Iv5CccUXchKg2acvqd1oEgUY8vj1qfIuHZQttkSYVjO8wsW--TNSbj-A,0.0,0.0,Neutral,neutral
